,name,start_pos,end_pos,tag,score
821,Mike Hawks,69233,69243,PERSON,1
822,three,69253,69258,CARDINAL,1
823,Polaris,69273,69280,ORG,1
824,Hawks,69400,69405,ORG,1
825,Wallace,69516,69523,PERSON,1
826,Simms,69528,69533,PERSON,1
827,Astro,69545,69550,PRODUCT,1
828,Astro?”asked Strong,69571,69590,ORG,1
829,Wallace,69637,69644,PERSON,1
830,Simms,69649,69654,PERSON,1
831,Polaris,69735,69742,PRODUCT,1
832,Hawks,69746,69751,ORG,1
833,Astro,69790,69795,ORG,1
834,Hawks,70242,70247,ORG,1
835,Polaris,70381,70388,PRODUCT,1
836,five,70395,70399,CARDINAL,1
837,Gone!”exclaimed Strong.,70487,70510,WORK_OF_ART,1
838,Wallace,70626,70633,PERSON,1
839,Simms,70638,70643,PERSON,1
840,Hawks,70821,70826,ORG,1
841,"Come on,”said Strong",70861,70881,WORK_OF_ART,1
842,Hawks,70951,70956,ORG,1
843,three,71008,71013,CARDINAL,1
844,Tom,71059,71062,PERSON,1
845,Venusian,71084,71092,NORP,1
846,"it,”said Astro",71173,71187,ORG,1
847,Roger,71300,71305,PERSON,1
848,ten years,71352,71361,DATE,1
849,Astro,71400,71405,ORG,1
850,two,71435,71438,CARDINAL,1
851,three,71622,71627,CARDINAL,1
852,Solar Guard,71659,71670,ORG,1
853,one,71895,71898,CARDINAL,1
854,Astro,72180,72185,ORG,1
855,the big cadet,72249,72262,ORG,1
856,"do,”said",72408,72416,PERSON,1
857,Hawks,72532,72537,ORG,1
858,Tom,72575,72578,PERSON,1
859,Roger,72580,72585,PERSON,1
860,Astro,72591,72596,PERSON,1
861,Strong and Hawks,72615,72631,ORG,1
862,Hawks,72807,72812,ORG,1
863,one,73016,73019,CARDINAL,1
864,"Mike,”he",73027,73035,PERSON,1
865,about fifty,73148,73159,CARDINAL,1
866,Hawks,73360,73365,ORG,1
867,Walters,73460,73467,PERSON,1
868,Hawks,73471,73476,ORG,1
869,Walters,73725,73732,PERSON,1
870,Wallace,73775,73782,PERSON,1
871,Simms,73787,73792,PERSON,1
872,one,73934,73937,CARDINAL,1
873,Solar Guard,73970,73981,ORG,1
874,Steve,74040,74045,PERSON,1
875,twenty-one,74200,74210,CARDINAL,1
876,a year,74340,74346,DATE,1
877,anything?”he,74465,74477,DATE,1
878,Tom,74538,74541,PERSON,1
879,Walters,74677,74684,PERSON,1
880,Polaris,74711,74718,PRODUCT,1
881,Roger,74730,74735,PERSON,1
882,Roger,74758,74763,PERSON,1
883,Astro,74769,74774,ORG,1
884,“Corbett,74873,74881,GPE,1
885,Astro,74892,74897,PERSON,1
886,Manning,74947,74954,PERSON,1
887,Roger,75083,75088,PERSON,1
888,Hawks,75102,75107,ORG,1
889,Tom,75121,75124,PERSON,1
890,Astro,75129,75134,PERSON,1
891,Polaris,75170,75177,PRODUCT,1
892,Tom,75199,75202,PERSON,1
893,Astro,75207,75212,PERSON,1
894,a few minutes,75269,75282,TIME,1
895,Polaris,75406,75413,ORG,1
896,Walters,75432,75439,PERSON,1
897,Space Academy,75443,75456,ORG,1
898,Earth,75458,75463,LOC,1
899,Solar Guard,75519,75530,ORG,1
900,Earth,75590,75595,LOC,1
901,Space Academy,75620,75633,ORG,1
902,Walters,75645,75652,PERSON,1
903,Manning,75974,75981,PERSON,1
904,Wallace,76154,76161,PERSON,1
905,Simms,76166,76171,PERSON,1
906,Walters,76173,76180,PERSON,1
907,Steve,76263,76268,PERSON,1
908,Steve,76435,76440,PERSON,1
909,Corbett,76648,76655,PERSON,1
910,Astro,76665,76670,PERSON,1
911,Roger,76701,76706,PERSON,1
912,Tom,76817,76820,PERSON,1
913,two,76847,76850,CARDINAL,1
914,Captain Strong,76930,76944,ORG,1
915,Astro?”asked Tom,76951,76967,PERSON,1
916,Venusian,77020,77028,NORP,1
917,"Come on,”urged Tom",77109,77127,WORK_OF_ART,1
918,Roger,77135,77140,PERSON,1
919,Tom,77199,77202,PERSON,1
920,"out,“Say",77210,77218,PERSON,1
921,Roger,77220,77225,PERSON,1
922,Walters,77266,77273,PERSON,1
923,Academy,77281,77288,ORG,1
924,the big cadet,77385,77398,ORG,1
925,two,77405,77408,CARDINAL,1
926,Great galaxy!”yelled,77748,77768,WORK_OF_ART,1
927,a thousand feet,77813,77828,QUANTITY,1
928,look!”bellowed Astro,77842,77862,PERSON,1
929,Roger,77873,77878,PERSON,1
930,The big cadet,77956,77969,ORG,1
931,"shouted,“Roger",77995,78009,GPE,1
932,Roger,78011,78016,PERSON,1
933,Astro,78099,78104,PERSON,1
934,the big cadet,78159,78172,ORG,1
935,Astro,78231,78236,PERSON,1
936,Roger,78394,78399,PERSON,1
937,Roger,78626,78631,PERSON,1
938,Hawks,78703,78708,PERSON,1
939,the big cadet,78739,78752,ORG,1
940,"sir,”he",78791,78798,PERSON,1
941,“He,78804,78807,PERSON,1
942,now,78821,78824,DATE,1
943,Astro,78828,78833,ORG,1
944,Roger,78871,78876,PERSON,1
945,a mere foot,78894,78905,QUANTITY,1
946,Strong and Hawks,78964,78980,ORG,1
947,Roger,79063,79068,PERSON,1
948,Tom,79198,79201,PERSON,1
949,day,79505,79508,DATE,1
950,Astro,79772,79777,ORG,1
951,Polaris,79797,79804,PRODUCT,1
952,Solar Guard,79814,79825,ORG,1
953,Venusport,79842,79851,LOC,1
954,Venusian,79945,79953,NORP,1
955,Hawks,80000,80005,ORG,1
956,two,80234,80237,CARDINAL,1
957,Roger,80249,80254,PERSON,1
958,Hawks,80277,80282,ORG,1
