,name,lemma,Type,Tag,Shape,Alpha,Stop
0,Illustration,illustration,NOUN,NN,Xxxxx,True,False
1,"","",SPACE,_SP,"",False,False
2,He,-PRON-,PRON,PRP,Xx,True,True
3,lay,lie,VERB,VBD,xxx,True,False
4,upon,upon,SCONJ,IN,xxxx,True,True
5,an,an,DET,DT,xx,True,True
6,old,old,ADJ,JJ,xxx,True,False
7,-,-,PUNCT,HYPH,-,False,False
8,fashioned,fashioned,ADJ,JJ,xxxx,True,False
9,bedstead,bedstead,NOUN,NN,xxxx,True,False
10,whose,whose,DET,WP$,xxxx,True,True
11,carved,carve,VERB,VBN,xxxx,True,False
12,quaintness,quaintness,NOUN,NN,xxxx,True,False
13,would,would,VERB,MD,xxxx,True,True
14,once,once,ADV,RB,xxxx,True,True
15,have,have,AUX,VB,xxxx,True,True
16,pleased,please,VERB,VBN,xxxx,True,False
17,him,-PRON-,PRON,PRP,xxx,True,True
18,",",",",PUNCT,",",",",False,False
19,but,but,CCONJ,CC,xxx,True,True
20,to,to,PART,TO,xx,True,True
21,which,which,DET,WDT,xxxx,True,True
22,he,-PRON-,PRON,PRP,xx,True,True
23,was,be,AUX,VBD,xxx,True,True
24,now,now,ADV,RB,xxx,True,True
25,indifferent,indifferent,ADJ,JJ,xxxx,True,False
26,.,.,PUNCT,.,.,False,False
27,He,-PRON-,PRON,PRP,Xx,True,True
28,rested,rest,VERB,VBD,xxxx,True,False
29,upon,upon,SCONJ,IN,xxxx,True,True
30,his,-PRON-,DET,PRP$,xxx,True,True
31,back,back,NOUN,NN,xxxx,True,True
32,",",",",PUNCT,",",",",False,False
33,staring,stare,VERB,VBG,xxxx,True,False
34,at,at,ADP,IN,xx,True,True
35,the,the,DET,DT,xxx,True,True
36,ceiling,ceiling,NOUN,NN,xxxx,True,False
37,",",",",PUNCT,",",",",False,False
38,on,on,ADP,IN,xx,True,True
39,whose,whose,DET,WP$,xxxx,True,True
40,white,white,ADJ,JJ,xxxx,True,False
41,surface,surface,NOUN,NN,xxxx,True,False
42,were,be,AUX,VBD,xxxx,True,True
43,twinkling,twinkle,VERB,VBG,xxxx,True,False
44,golden,golden,ADJ,JJ,xxxx,True,False
45,dots,dot,NOUN,NNS,xxxx,True,False
46,and,and,CCONJ,CC,xxx,True,True
47,lines,line,NOUN,NNS,xxxx,True,False
48,in,in,ADP,IN,xx,True,True
49,a,a,DET,DT,x,True,True
50,network,network,NOUN,NN,xxxx,True,False
51,which,which,DET,WDT,xxxx,True,True
52,even,even,ADV,RB,xxxx,True,True
53,his,-PRON-,DET,PRP$,xxx,True,True
54,broken,broken,ADJ,JJ,xxxx,True,False
55,mind,mind,NOUN,NN,xxxx,True,False
56,knew,know,VERB,VBD,xxxx,True,False
57,must,must,VERB,MD,xxxx,True,True
58,be,be,AUX,VB,xx,True,True
59,the,the,DET,DT,xxx,True,True
60,sunlight,sunlight,NOUN,NN,xxxx,True,False
61,reflected,reflect,VERB,VBN,xxxx,True,False
62,from,from,ADP,IN,xxxx,True,True
63,off,off,ADP,IN,xxx,True,True
64,the,the,DET,DT,xxx,True,True
65,water,water,NOUN,NN,xxxx,True,False
66,somewhere,somewhere,ADV,RB,xxxx,True,True
67,.,.,PUNCT,.,.,False,False
68,The,the,DET,DT,Xxx,True,True
69,windows,window,NOUN,NNS,xxxx,True,False
70,of,of,ADP,IN,xx,True,True
71,the,the,DET,DT,xxx,True,True
72,chamber,chamber,NOUN,NN,xxxx,True,False
73,were,be,AUX,VBD,xxxx,True,True
74,open,open,ADJ,JJ,xxxx,True,False
75,",",",",PUNCT,",",",",False,False
76,and,and,CCONJ,CC,xxx,True,True
77,the,the,DET,DT,xxx,True,True
78,sweet,sweet,ADJ,JJ,xxxx,True,False
79,summer,summer,NOUN,NN,xxxx,True,False
80,air,air,NOUN,NN,xxx,True,False
81,came,come,VERB,VBD,xxxx,True,False
82,in,in,ADP,IN,xx,True,True
83,laden,laden,PROPN,NNP,xxxx,True,False
84,with,with,ADP,IN,xxxx,True,True
85,the,the,DET,DT,xxx,True,True
86,perfume,perfume,NOUN,NN,xxxx,True,False
87,of,of,ADP,IN,xx,True,True
88,flowers,flower,NOUN,NNS,xxxx,True,False
89,piquantly,piquantly,ADV,RB,xxxx,True,False
90,mingled,mingle,VERB,VBN,xxxx,True,False
91,with,with,ADP,IN,xxxx,True,True
92,pungent,pungent,ADJ,JJ,xxxx,True,False
93,sea,sea,NOUN,NN,xxx,True,False
94,odors,odor,NOUN,NNS,xxxx,True,False
95,.,.,PUNCT,.,.,False,False
96,Now,now,ADV,RB,Xxx,True,True
97,and,and,CCONJ,CC,xxx,True,True
98,then,then,ADV,RB,xxxx,True,True
99,a,a,DET,DT,x,True,True
100,bee,bee,NOUN,NN,xxx,True,False
101,buzzed,buzz,VERB,VBN,xxxx,True,False
102,by,by,ADP,IN,xx,True,True
103,the,the,DET,DT,xxx,True,True
104,casement,casement,NOUN,NN,xxxx,True,False
105,",",",",PUNCT,",",",",False,False
106,or,or,CCONJ,CC,xx,True,True
107,a,a,DET,DT,x,True,True
108,butterfly,butterfly,NOUN,NN,xxxx,True,False
109,seemed,seem,VERB,VBD,xxxx,True,True
110,tempted,tempt,VERB,VBN,xxxx,True,False
111,to,to,PART,TO,xx,True,True
112,enter,enter,VERB,VB,xxxx,True,False
113,the,the,DET,DT,xxx,True,True
114,sick,sick,ADJ,JJ,xxxx,True,False
115,-,-,PUNCT,HYPH,-,False,False
116,room,room,NOUN,NN,xxxx,True,False
117,—,—,PUNCT,:,—,False,False
118,apparently,apparently,ADV,RB,xxxx,True,False
119,thought,think,VERB,VBD,xxxx,True,False
120,better,better,ADV,RBR,xxxx,True,False
121,of,of,ADP,IN,xx,True,True
122,it,-PRON-,PRON,PRP,xx,True,True
123,",",",",PUNCT,",",",",False,False
124,and,and,CCONJ,CC,xxx,True,True
125,went,go,VERB,VBD,xxxx,True,False
126,on,on,ADP,IN,xx,True,True
127,its,-PRON-,DET,PRP$,xxx,True,True
128,careless,careless,ADJ,JJ,xxxx,True,False
129,way,way,NOUN,NN,xxx,True,False
130,.,.,PUNCT,.,.,False,False
131,"","",SPACE,_SP,"",False,False
132,Of,of,ADP,IN,Xx,True,True
133,all,all,DET,PDT,xxx,True,True
134,these,these,DET,DT,xxxx,True,True
135,things,thing,NOUN,NNS,xxxx,True,False
136,the,the,DET,DT,xxx,True,True
137,sick,sick,ADJ,JJ,xxxx,True,False
138,man,man,NOUN,NN,xxx,True,False
139,who,who,PRON,WP,xxx,True,True
140,lay,lie,VERB,VBD,xxx,True,False
141,there,there,PRON,EX,xxxx,True,True
142,was,be,AUX,VBD,xxx,True,True
143,unconscious,unconscious,ADJ,JJ,xxxx,True,False
144,",",",",PUNCT,",",",",False,False
145,and,and,CCONJ,CC,xxx,True,True
146,the,the,DET,DT,xxx,True,True
147,sweet,sweet,ADJ,JJ,xxxx,True,False
148,young,young,ADJ,JJ,xxxx,True,False
149,girl,girl,NOUN,NN,xxxx,True,False
150,sitting,sit,VERB,VBG,xxxx,True,False
151,by,by,ADP,IN,xx,True,True
152,his,-PRON-,DET,PRP$,xxx,True,True
153,bed,bed,NOUN,NN,xxx,True,False
154,was,be,AUX,VBD,xxx,True,True
155,too,too,ADV,RB,xxx,True,True
156,deeply,deeply,ADV,RB,xxxx,True,False
157,buried,bury,VERB,VBN,xxxx,True,False
158,in,in,ADP,IN,xx,True,True
159,her,-PRON-,DET,PRP$,xxx,True,True
160,book,book,NOUN,NN,xxxx,True,False
161,to,to,PART,TO,xx,True,True
162,notice,notice,VERB,VB,xxxx,True,False
163,them,-PRON-,PRON,PRP,xxxx,True,True
164,.,.,PUNCT,.,.,False,False
165,For,for,ADP,IN,Xxx,True,True
166,some,some,DET,DT,xxxx,True,True
167,time,time,NOUN,NN,xxxx,True,False
168,there,there,PRON,EX,xxxx,True,True
169,was,be,AUX,VBD,xxx,True,True
170,no,no,DET,DT,xx,True,True
171,movement,movement,NOUN,NN,xxxx,True,False
172,in,in,ADP,IN,xx,True,True
173,the,the,DET,DT,xxx,True,True
174,chamber,chamber,NOUN,NN,xxxx,True,False
175,",",",",PUNCT,",",",",False,False
176,until,until,ADP,IN,xxxx,True,True
177,",",",",PUNCT,",",",",False,False
178,the,the,DET,DT,xxx,True,True
179,close,close,NOUN,NN,xxxx,True,False
180,of,of,ADP,IN,xx,True,True
181,a,a,DET,DT,x,True,True
182,chapter,chapter,NOUN,NN,xxxx,True,False
183,releasing,release,VERB,VBG,xxxx,True,False
184,for,for,ADP,IN,xxx,True,True
185,an,an,DET,DT,xx,True,True
186,instant,instant,NOUN,NN,xxxx,True,False
187,the,the,DET,DT,xxx,True,True
188,reader,reader,NOUN,NN,xxxx,True,False
189,'s,'s,PART,POS,'x,False,True
190,attention,attention,NOUN,NN,xxxx,True,False
191,",",",",PUNCT,",",",",False,False
192,she,-PRON-,PRON,PRP,xxx,True,True
193,looked,look,VERB,VBD,xxxx,True,False
194,to,to,PART,TO,xx,True,True
195,discover,discover,VERB,VB,xxxx,True,False
196,that,that,SCONJ,IN,xxxx,True,True
197,the,the,DET,DT,xxx,True,True
198,patient,patient,NOUN,NN,xxxx,True,False
199,'s,'s,PART,POS,'x,False,True
200,eyes,eye,NOUN,NNS,xxxx,True,False
201,were,be,AUX,VBD,xxxx,True,True
202,open,open,ADJ,JJ,xxxx,True,False
203,.,.,PUNCT,.,.,False,False
204,Seeing,see,VERB,VBG,Xxxxx,True,False
205,him,-PRON-,PRON,PRP,xxx,True,True
206,awake,awake,ADJ,JJ,xxxx,True,False
207,",",",",PUNCT,",",",",False,False
208,she,-PRON-,PRON,PRP,xxx,True,True
209,rose,rise,VERB,VBD,xxxx,True,False
210,and,and,CCONJ,CC,xxx,True,True
211,came,come,VERB,VBD,xxxx,True,False
212,a,a,DET,DT,x,True,True
213,step,step,NOUN,NN,xxxx,True,False
214,nearer,nearer,ADV,RB,xxxx,True,False
215,",",",",PUNCT,",",",",False,False
216,thereby,thereby,ADV,RB,xxxx,True,True
217,making,make,VERB,VBG,xxxx,True,False
218,the,the,DET,DT,xxx,True,True
219,second,second,ADJ,JJ,xxxx,True,False
220,discovery,discovery,NOUN,NN,xxxx,True,False
221,",",",",PUNCT,",",",",False,False
222,more,more,ADV,RBR,xxxx,True,True
223,startling,startling,ADJ,JJ,xxxx,True,False
224,than,than,SCONJ,IN,xxxx,True,True
225,the,the,DET,DT,xxx,True,True
226,first,first,ADJ,JJ,xxxx,True,True
227,",",",",PUNCT,",",",",False,False
228,that,that,SCONJ,IN,xxxx,True,True
229,the,the,DET,DT,xxx,True,True
230,light,light,NOUN,NN,xxxx,True,False
231,of,of,ADP,IN,xx,True,True
232,reason,reason,NOUN,NN,xxxx,True,False
233,had,have,AUX,VBD,xxx,True,True
234,replaced,replace,VERB,VBN,xxxx,True,False
235,in,in,ADP,IN,xx,True,True
236,those,those,DET,DT,xxxx,True,True
237,eyes,eye,NOUN,NNS,xxxx,True,False
238,the,the,DET,DT,xxx,True,True
239,stare,stare,NOUN,NN,xxxx,True,False
240,of,of,ADP,IN,xx,True,True
241,delirium,delirium,NOUN,NN,xxxx,True,False
242,.,.,PUNCT,.,.,False,False
243,"","",SPACE,_SP,"",False,False
244,“,"""",PUNCT,``,“,False,False
245,"Ah,”she","Ah,”she",PROPN,NNP,"Xx,”xxx",False,False
246,said,say,VERB,VBD,xxxx,True,False
247,",",",",PUNCT,",",",",False,False
248,"softly,“you","softly,“you",NOUN,NNS,"xxxx,“xxx",False,False
249,are,be,AUX,VBP,xxx,True,True
250,awake,awake,ADJ,JJ,xxxx,True,False
251,!,!,PUNCT,.,!,False,False
252,”,"""",PUNCT,'',”,False,False
253,"","",SPACE,_SP,"",False,False
254,The,the,DET,DT,Xxx,True,True
255,invalid,invalid,NOUN,NN,xxxx,True,False
256,turned,turn,VERB,VBD,xxxx,True,False
257,his,-PRON-,DET,PRP$,xxx,True,True
258,gaze,gaze,NOUN,NN,xxxx,True,False
259,toward,toward,ADP,IN,xxxx,True,True
260,her,-PRON-,PRON,PRP,xxx,True,True
261,",",",",PUNCT,",",",",False,False
262,far,far,ADV,RB,xxx,True,False
263,too,too,ADV,RB,xxx,True,True
264,feeble,feeble,ADJ,JJ,xxxx,True,False
265,to,to,PART,TO,xx,True,True
266,make,make,VERB,VB,xxxx,True,True
267,any,any,DET,DT,xxx,True,True
268,other,other,ADJ,JJ,xxxx,True,True
269,movement,movement,NOUN,NN,xxxx,True,False
270,;,;,PUNCT,:,;,False,False
271,but,but,CCONJ,CC,xxx,True,True
272,he,-PRON-,PRON,PRP,xx,True,True
273,made,make,VERB,VBD,xxxx,True,True
274,no,no,DET,DT,xx,True,True
275,attempt,attempt,NOUN,NN,xxxx,True,False
276,to,to,PART,TO,xx,True,True
277,speak,speak,VERB,VB,xxxx,True,False
278,.,.,PUNCT,.,.,False,False
279,"","",SPACE,_SP,"",False,False
280,“,"""",PUNCT,``,“,False,False
281,"No,”she","No,”she",PROPN,NNP,"Xx,”xxx",False,False
282,continued,continue,VERB,VBD,xxxx,True,False
283,",",",",PUNCT,",",",",False,False
284,with,with,ADP,IN,xxxx,True,True
285,that,that,DET,DT,xxxx,True,True
286,little,little,ADJ,JJ,xxxx,True,False
287,purring,purring,NOUN,NN,xxxx,True,False
288,intonation,intonation,NOUN,NN,xxxx,True,False
289,which,which,DET,WDT,xxxx,True,True
290,betrays,betray,VERB,VBZ,xxxx,True,False
291,the,the,DET,DT,xxx,True,True
292,feminine,feminine,ADJ,JJ,xxxx,True,False
293,satisfaction,satisfaction,NOUN,NN,xxxx,True,False
294,at,at,ADP,IN,xx,True,True
295,having,have,VERB,VBG,xxxx,True,False
296,a,a,DET,DT,x,True,True
297,man,man,NOUN,NN,xxx,True,False
298,helpless,helpless,ADJ,JJ,xxxx,True,False
299,and,and,CCONJ,CC,xxx,True,True
300,unable,unable,ADJ,JJ,xxxx,True,False
301,to,to,PART,TO,xx,True,True
302,resist,resist,VERB,VB,xxxx,True,False
303,coddling;“do,coddling;“do,PUNCT,",",xxxx;“xx,False,False
304,n't,n't,PART,RB,x'x,False,True
305,speak,speak,VERB,VB,xxxx,True,False
306,.,.,PUNCT,.,.,False,False
307,Take,take,VERB,VB,Xxxx,True,True
308,your,-PRON-,DET,PRP$,xxxx,True,True
309,medicine,medicine,NOUN,NN,xxxx,True,False
310,",",",",PUNCT,",",",",False,False
311,and,and,CCONJ,CC,xxx,True,True
312,go,go,VERB,VB,xx,True,True
313,to,to,ADP,IN,xx,True,True
314,sleep,sleep,NOUN,NN,xxxx,True,False
315,again,again,ADV,RB,xxxx,True,True
316,.,.,PUNCT,.,.,False,False
317,”,"""",PUNCT,'',”,False,False
318,"","",SPACE,_SP,"",False,False
319,She,-PRON-,PRON,PRP,Xxx,True,True
320,put,put,VERB,VBD,xxx,True,True
321,a,a,DET,DT,x,True,True
322,firm,firm,ADJ,JJ,xxxx,True,False
323,",",",",PUNCT,",",",",False,False
324,round,round,ADJ,JJ,xxxx,True,False
325,arm,arm,NOUN,NN,xxx,True,False
326,beneath,beneath,ADP,IN,xxxx,True,False
327,his,-PRON-,DET,PRP$,xxx,True,True
328,head,head,NOUN,NN,xxxx,True,False
329,",",",",PUNCT,",",",",False,False
330,and,and,CCONJ,CC,xxx,True,True
331,bestowed,bestow,VERB,VBN,xxxx,True,False
332,upon,upon,SCONJ,IN,xxxx,True,True
333,him,-PRON-,PRON,PRP,xxx,True,True
334,a,a,DET,DT,x,True,True
335,spoonful,spoonful,NOUN,NN,xxxx,True,False
336,of,of,ADP,IN,xx,True,True
337,a,a,DET,DT,x,True,True
338,colorless,colorless,ADJ,JJ,xxxx,True,False
339,liquid,liquid,NOUN,NN,xxxx,True,False
340,",",",",PUNCT,",",",",False,False
341,afterward,afterward,ADV,RB,xxxx,True,False
342,smoothing,smooth,VERB,VBG,xxxx,True,False
343,his,-PRON-,DET,PRP$,xxx,True,True
344,pillows,pillow,NOUN,NNS,xxxx,True,False
345,with,with,ADP,IN,xxxx,True,True
346,deft,deft,ADJ,JJ,xxxx,True,False
347,",",",",PUNCT,",",",",False,False
348,swift,swift,ADJ,JJ,xxxx,True,False
349,touches,touch,NOUN,NNS,xxxx,True,False
350,.,.,PUNCT,.,.,False,False
351,He,-PRON-,PRON,PRP,Xx,True,True
352,submitted,submit,VERB,VBD,xxxx,True,False
353,with,with,ADP,IN,xxxx,True,True
354,utter,utter,ADJ,JJ,xxxx,True,False
355,passiveness,passiveness,NOUN,NN,xxxx,True,False
356,of,of,ADP,IN,xx,True,True
357,mind,mind,NOUN,NN,xxxx,True,False
358,and,and,CCONJ,CC,xxx,True,True
359,body,body,NOUN,NN,xxxx,True,False
360,",",",",PUNCT,",",",",False,False
361,ignorant,ignorant,ADJ,JJ,xxxx,True,False
362,who,who,PRON,WP,xxx,True,True
363,this,this,DET,DT,xxxx,True,True
364,maiden,maiden,NOUN,NN,xxxx,True,False
365,might,may,VERB,MD,xxxx,True,True
366,be,be,AUX,VB,xx,True,True
367,",",",",PUNCT,",",",",False,False
368,where,where,ADV,WRB,xxxx,True,True
369,he,-PRON-,PRON,PRP,xx,True,True
370,was,be,AUX,VBD,xxx,True,True
371,",",",",PUNCT,",",",",False,False
372,or,or,CCONJ,CC,xx,True,True
373,",",",",PUNCT,",",",",False,False
374,indeed,indeed,ADV,RB,xxxx,True,True
375,",",",",PUNCT,",",",",False,False
376,who,who,PRON,WP,xxx,True,True
377,he,-PRON-,PRON,PRP,xx,True,True
378,was,be,AUX,VBD,xxx,True,True
379,.,.,PUNCT,.,.,False,False
380,Painfully,painfully,ADV,RB,Xxxxx,True,False
381,he,-PRON-,PRON,PRP,xx,True,True
382,endeavored,endeavor,VERB,VBD,xxxx,True,False
383,to,to,PART,TO,xx,True,True
384,think,think,VERB,VB,xxxx,True,False
385,",",",",PUNCT,",",",",False,False
386,to,to,PART,TO,xx,True,True
387,remember,remember,VERB,VB,xxxx,True,False
388,",",",",PUNCT,",",",",False,False
389,to,to,PART,TO,xx,True,True
390,understand,understand,VERB,VB,xxxx,True,False
391,;,;,PUNCT,:,;,False,False
392,but,but,CCONJ,CC,xxx,True,True
393,with,with,ADP,IN,xxxx,True,True
394,no,no,DET,DT,xx,True,True
395,result,result,NOUN,NN,xxxx,True,False
396,save,save,SCONJ,IN,xxxx,True,False
397,confusing,confuse,VERB,VBG,xxxx,True,False
398,himself,-PRON-,PRON,PRP,xxxx,True,True
399,and,and,CCONJ,CC,xxx,True,True
400,bringing,bring,VERB,VBG,xxxx,True,False
401,on,on,ADP,RP,xx,True,True
402,an,an,DET,DT,xx,True,True
403,ache,ache,NOUN,NN,xxxx,True,False
404,in,in,ADP,IN,xx,True,True
405,his,-PRON-,DET,PRP$,xxx,True,True
406,head,head,NOUN,NN,xxxx,True,False
407,.,.,PUNCT,.,.,False,False
408,His,-PRON-,DET,PRP$,Xxx,True,True
409,nurse,nurse,NOUN,NN,xxxx,True,False
410,",",",",PUNCT,",",",",False,False
411,at,at,ADP,IN,xx,True,True
412,the,the,DET,DT,xxx,True,True
413,convenient,convenient,ADJ,JJ,xxxx,True,False
414,end,end,NOUN,NN,xxx,True,False
415,of,of,ADP,IN,xx,True,True
416,another,another,DET,DT,xxxx,True,True
417,chapter,chapter,NOUN,NN,xxxx,True,False
418,",",",",PUNCT,",",",",False,False
419,observed,observe,VERB,VBD,xxxx,True,False
420,a,a,DET,DT,x,True,True
421,look,look,NOUN,NN,xxxx,True,False
422,of,of,ADP,IN,xx,True,True
423,pain,pain,NOUN,NN,xxxx,True,False
424,and,and,CCONJ,CC,xxx,True,True
425,trouble,trouble,NOUN,NN,xxxx,True,False
426,upon,upon,SCONJ,IN,xxxx,True,True
427,the,the,DET,DT,xxx,True,True
428,thin,thin,ADJ,JJ,xxxx,True,False
429,face,face,NOUN,NN,xxxx,True,False
430,",",",",PUNCT,",",",",False,False
431,scarcely,scarcely,ADV,RB,xxxx,True,False
432,less,less,ADV,RBR,xxxx,True,True
433,white,white,ADJ,JJ,xxxx,True,False
434,than,than,SCONJ,IN,xxxx,True,True
435,the,the,DET,DT,xxx,True,True
436,pillow,pillow,NOUN,NN,xxxx,True,False
437,against,against,ADP,IN,xxxx,True,True
438,which,which,DET,WDT,xxxx,True,True
439,it,-PRON-,PRON,PRP,xx,True,True
440,rested,rest,VERB,VBD,xxxx,True,False
441,.,.,PUNCT,.,.,False,False
442,"","",SPACE,_SP,"",False,False
443,“,"""",PUNCT,``,“,False,False
444,You,-PRON-,PRON,PRP,Xxx,True,True
445,are,be,AUX,VBP,xxx,True,True
446,"worrying,”she","worrying,”she",PRON,PRP,"xxxx,”xxx",False,False
447,observed,observe,VERB,VBN,xxxx,True,False
448,with,with,ADP,IN,xxxx,True,True
449,authority,authority,NOUN,NN,xxxx,True,False
450,.,.,PUNCT,.,.,False,False
451,“Go,“Go,NOUN,NNS,“Xx,False,False
452,to,to,PART,TO,xx,True,True
453,sleep,sleep,VERB,VB,xxxx,True,False
454,.,.,PUNCT,.,.,False,False
455,You,-PRON-,PRON,PRP,Xxx,True,True
456,are,be,AUX,VBP,xxx,True,True
457,not,not,PART,RB,xxx,True,True
458,to,to,PART,TO,xx,True,True
459,think,think,VERB,VB,xxxx,True,False
460,yet,yet,ADV,RB,xxx,True,True
461,.,.,PUNCT,.,.,False,False
462,”,"""",PUNCT,'',”,False,False
463,"","",SPACE,_SP,"",False,False
464,And,and,CCONJ,CC,Xxx,True,True
465,",",",",PUNCT,",",",",False,False
466,staying,stay,VERB,VBG,xxxx,True,False
467,himself,-PRON-,PRON,PRP,xxxx,True,True
468,upon,upon,SCONJ,IN,xxxx,True,True
469,the,the,DET,DT,xxx,True,True
470,resolution,resolution,NOUN,NN,xxxx,True,False
471,and,and,CCONJ,CC,xxx,True,True
472,confidence,confidence,NOUN,NN,xxxx,True,False
473,in,in,ADP,IN,xx,True,True
474,her,-PRON-,DET,PRP$,xxx,True,True
475,tone,tone,NOUN,NN,xxxx,True,False
476,",",",",PUNCT,",",",",False,False
477,he,-PRON-,PRON,PRP,xx,True,True
478,abandoned,abandon,VERB,VBD,xxxx,True,False
479,himself,-PRON-,PRON,PRP,xxxx,True,True
480,again,again,ADV,RB,xxxx,True,True
481,to,to,ADP,IN,xx,True,True
482,the,the,DET,DT,xxx,True,True
483,current,current,NOUN,NN,xxxx,True,False
484,of,of,ADP,IN,xx,True,True
485,circumstances,circumstance,NOUN,NNS,xxxx,True,False
486,",",",",PUNCT,",",",",False,False
487,and,and,CCONJ,CC,xxx,True,True
488,drifted,drift,VERB,VBD,xxxx,True,False
489,away,away,ADV,RB,xxxx,True,False
490,into,into,ADP,IN,xxxx,True,True
491,dreams,dream,NOUN,NNS,xxxx,True,False
492,.,.,PUNCT,.,.,False,False
493,"","",SPACE,_SP,"",False,False
494,The,the,DET,DT,Xxx,True,True
495,girl,girl,NOUN,NN,xxxx,True,False
496,",",",",PUNCT,",",",",False,False
497,watching,watch,VERB,VBG,xxxx,True,False
498,closely,closely,ADV,RB,xxxx,True,False
499,now,now,ADV,RB,xxx,True,True
500,",",",",PUNCT,",",",",False,False
501,with,with,ADP,IN,xxxx,True,True
502,mind,mind,NOUN,NN,xxxx,True,False
503,distracted,distract,VERB,VBN,xxxx,True,False
504,from,from,ADP,IN,xxxx,True,True
505,her,-PRON-,DET,PRP$,xxx,True,True
506,story,story,NOUN,NN,xxxx,True,False
507,to,to,ADP,IN,xx,True,True
508,the,the,DET,DT,xxx,True,True
509,more,more,ADV,RBR,xxxx,True,True
510,tangible,tangible,ADJ,JJ,xxxx,True,False
511,mystery,mystery,NOUN,NN,xxxx,True,False
512,involved,involve,VERB,VBN,xxxx,True,False
513,in,in,ADP,IN,xx,True,True
514,the,the,DET,DT,xxx,True,True
515,presence,presence,NOUN,NN,xxxx,True,False
516,of,of,ADP,IN,xx,True,True
517,the,the,DET,DT,xxx,True,True
518,sick,sick,ADJ,JJ,xxxx,True,False
519,man,man,NOUN,NN,xxx,True,False
520,",",",",PUNCT,",",",",False,False
521,gave,give,VERB,VBD,xxxx,True,False
522,a,a,DET,DT,x,True,True
523,little,little,ADJ,JJ,xxxx,True,False
524,sigh,sigh,NOUN,NN,xxxx,True,False
525,of,of,ADP,IN,xx,True,True
526,relief,relief,NOUN,NN,xxxx,True,False
527,when,when,ADV,WRB,xxxx,True,True
528,his,-PRON-,DET,PRP$,xxx,True,True
529,even,even,ADV,RB,xxxx,True,True
530,breathing,breathing,NOUN,NN,xxxx,True,False
531,indicated,indicate,VERB,VBD,xxxx,True,False
532,that,that,SCONJ,IN,xxxx,True,True
533,he,-PRON-,PRON,PRP,xx,True,True
534,had,have,AUX,VBD,xxx,True,True
535,fallen,fall,VERB,VBN,xxxx,True,False
536,asleep,asleep,ADJ,JJ,xxxx,True,False
537,.,.,PUNCT,.,.,False,False
538,She,-PRON-,PRON,PRP,Xxx,True,True
539,removed,remove,VERB,VBD,xxxx,True,False
540,softly,softly,ADV,RB,xxxx,True,False
541,to,to,ADP,IN,xx,True,True
542,a,a,DET,DT,x,True,True
543,seat,seat,NOUN,NN,xxxx,True,False
544,near,near,SCONJ,IN,xxxx,True,False
545,the,the,DET,DT,xxx,True,True
546,window,window,NOUN,NN,xxxx,True,False
547,",",",",PUNCT,",",",",False,False
548,and,and,CCONJ,CC,xxx,True,True
549,looked,look,VERB,VBD,xxxx,True,False
550,out,out,ADP,RP,xxx,True,True
551,upon,upon,SCONJ,IN,xxxx,True,True
552,the,the,DET,DT,xxx,True,True
553,tranquil,tranquil,ADJ,JJ,xxxx,True,False
554,beauty,beauty,NOUN,NN,xxxx,True,False
555,of,of,ADP,IN,xx,True,True
556,the,the,DET,DT,xxx,True,True
557,afternoon,afternoon,NOUN,NN,xxxx,True,False
558,.,.,PUNCT,.,.,False,False
559,Long,Long,PROPN,NNP,Xxxx,True,False
560,Island,Island,PROPN,NNP,Xxxxx,True,False
561,Sound,Sound,PROPN,NNP,Xxxxx,True,False
562,lay,lie,VERB,VBD,xxx,True,False
563,before,before,ADP,IN,xxxx,True,True
564,her,-PRON-,PRON,PRP,xxx,True,True
565,",",",",PUNCT,",",",",False,False
566,dimpling,dimple,VERB,VBG,xxxx,True,False
567,and,and,CCONJ,CC,xxx,True,True
568,twinkling,twinkle,VERB,VBG,xxxx,True,False
569,in,in,ADP,IN,xx,True,True
570,the,the,DET,DT,xxx,True,True
571,sunshine,sunshine,NOUN,NN,xxxx,True,False
572,",",",",PUNCT,",",",",False,False
573,while,while,SCONJ,IN,xxxx,True,True
574,nearer,nearer,ADP,IN,xxxx,True,False
575,a,a,DET,DT,x,True,True
576,sloping,slope,VERB,VBG,xxxx,True,False
577,lawn,lawn,NOUN,NN,xxxx,True,False
578,stretched,stretch,VERB,VBN,xxxx,True,False
579,from,from,ADP,IN,xxxx,True,True
580,the,the,DET,DT,xxx,True,True
581,house,house,NOUN,NN,xxxx,True,False
582,to,to,ADP,IN,xx,True,True
583,the,the,DET,DT,xxx,True,True
584,shore,shore,NOUN,NN,xxxx,True,False
585,.,.,PUNCT,.,.,False,False
586,Glancing,glance,VERB,VBG,Xxxxx,True,False
587,backward,backward,ADV,RB,xxxx,True,False
588,and,and,CCONJ,CC,xxx,True,True
589,forward,forward,ADV,RB,xxxx,True,False
590,between,between,ADP,IN,xxxx,True,True
591,the,the,DET,DT,xxx,True,True
592,sunny,sunny,ADJ,JJ,xxxx,True,False
593,landscape,landscape,NOUN,NN,xxxx,True,False
594,and,and,CCONJ,CC,xxx,True,True
595,the,the,DET,DT,xxx,True,True
596,bed,bed,NOUN,NN,xxx,True,False
597,where,where,ADV,WRB,xxxx,True,True
598,her,-PRON-,DET,PRP$,xxx,True,True
