,name,start_pos,end_pos,tag,score
160,King Bruin,31151,31161,PERSON,1
161,Ivan,31327,31331,PERSON,1
162,first,31628,31633,ORDINAL,1
163,ursus arctos,31680,31692,PERSON,1
164,Russian,31780,31787,NORP,1
165,the ursus arctos,31871,31887,PRODUCT,1
166,ursus niger,31979,31990,PRODUCT,1
167,ursus ator,31993,32003,PRODUCT,1
168,Scandinavia,32309,32320,LOC,1
169,Russia,32371,32377,GPE,1
170,Norway,32443,32449,GPE,1
171,Lapland,32453,32460,GPE,1
172,two,32534,32537,CARDINAL,1
173,one,32549,32552,CARDINAL,1
174,Lapland,32567,32574,PERSON,1
175,Laps,32608,32612,PRODUCT,1
176,North America,32633,32646,LOC,1
177,Pyrenees,32698,32706,GPE,1
178,Spain,32731,32736,GPE,1
179,Asturias,32746,32754,GPE,1
180,the ursus arctos,32829,32845,FAC,1
181,papa,32891,32895,PERSON,1
182,only three or four,32953,32971,CARDINAL,1
183,papa,33084,33088,PERSON,1
184,American,33365,33373,NORP,1
185,Linnaeus,33445,33453,PERSON,1
186,Polar,33475,33480,ORG,1
187,Spanish,33677,33684,NORP,1
188,ursus pyrenaicus,33692,33708,PERSON,1
189,Spain,33780,33785,GPE,1
190,Spanish,33800,33807,NORP,1
191,Lapland,33874,33881,GPE,1
192,Alps,33957,33961,LOC,1
193,Alps,34023,34027,LOC,1
194,recross,34077,34084,PERSON,1
195,Alps,34172,34176,LOC,1
196,Buffon,34214,34220,PERSON,1
197,Lesson,34225,34231,PERSON,1
198,ursus albus,34234,34245,PERSON,1
199,Ivan,34410,34414,PERSON,1
200,North America,34694,34707,LOC,1
201,Africa,34745,34751,LOC,1
202,Africa,34785,34791,LOC,1
203,the days,34858,34866,DATE,1
204,Pliny,34870,34875,NORP,1
205,Roman,34929,34934,NORP,1
206,Herodotus,34981,34990,PERSON,1
207,Virgil,34992,34998,PERSON,1
208,Juvenal,35000,35007,PERSON,1
209,Libyan,35033,35039,NORP,1
210,Pliny,35065,35070,PERSON,1
